Category,Variable,Measure,Value,Group
Incident of NMSC in 2005,0,45-49,1.14,Rural
Incident of NMSC in 2006,0.83,45-49,0.72,Rural
Incident of NMSC in 2007,0,45-49,0.91,Rural
Incident of NMSC in 2008,0,45-49,1,Rural
Incident of NMSC in 2009,0,45-49,0.8,Rural
Incident of NMSC in 2010,0,45-49,1.04,Rural
Incident of NMSC in 2011,0,45-49,0.94,Rural
Incident of NMSC in 2012,0.19,45-49,1.38,Rural
Incident of NMSC in 2013,0,45-49,1.09,Rural
Incident of NMSC in 2014,0,45-49,1.13,Rural
Incident of NMSC in 2015,0.06,45-49,1.17,Rural
Incident of NMSC in 2016,0.2,45-49,1.19,Rural
Incident of NMSC in 2017,0.08,45-49,1.26,Rural
Incident of NMSC in 2018,0.1,45-49,1.28,Rural
Incident of NMSC in 2018,0-,45-49,45-49,Rural
pop,132064,45-49,1049261,Rural
case of NMSC in 2005,0,45-49,11.9615754,Rural
pop,120594,45-49,974136,Rural
case of NMSC in 2006,1.0009302,45-49,7.0137792,Rural
pop,149716,45-49,1096739,Rural
case of NMSC in 2007,0,45-49,9.9803249,Rural
pop,114798,45-49,1096844,Rural
case of NMSC in 2008,0,45-49,10.96844,Rural
pop,235911,45-49,2258525,Rural
case of NMSC in 2009,0,45-49,18.0682,Rural
pop,444535,45-49,3637595,Rural
case of NMSC in 2010,0,45-49,37.830988,Rural
pop,608015,45-49,4874353,Rural
case of NMSC in 2011,0,45-49,45.8189182,Rural
pop,1034932,45-49,8282069,Rural
case of NMSC in 2012,1.9663708,45-49,114.2925522,Rural
pop,1188267,45-49,9989740,Rural
case of NMSC in 2013,0,45-49,108.888166,Rural
pop,1538796,45-49,12619207,Rural
case of NMSC in 2014,0,45-49,142.5970391,Rural
pop,1667166,45-49,14990002,Rural
case of NMSC in 2015,1.0002996,45-49,175.3830234,Rural
pop,1964229,45-49,17024852,Rural
case of NMSC in 2016,3.928458,45-49,202.5957388,Rural
pop,2400144,45-49,20114103,Rural
case of NMSC in 2017,1.9201152,45-49,253.4376978,Rural
pop,2943208,45-49,25457691,Rural
case of NMSC in 2018,2.943208,45-49,325.8584448,Rural
Incident of NMSC in 2005,0,50-54,1.09,Rural
Incident of NMSC in 2006,0.83,50-54,2.12,Rural
Incident of NMSC in 2007,0,50-54,1.97,Rural
Incident of NMSC in 2008,0,50-54,1.42,Rural
Incident of NMSC in 2009,0,50-54,1.5,Rural
Incident of NMSC in 2010,0,50-54,1.16,Rural
Incident of NMSC in 2011,0,50-54,1.98,Rural
Incident of NMSC in 2012,0.19,50-54,1.8,Rural
Incident of NMSC in 2013,0,50-54,1.58,Rural
Incident of NMSC in 2014,0,50-54,1.65,Rural
Incident of NMSC in 2015,0.06,50-54,1.61,Rural
Incident of NMSC in 2016,0.2,50-54,1.87,Rural
Incident of NMSC in 2017,0.08,50-54,2.15,Rural
Incident of NMSC in 2018,0.1,50-54,2.39,Rural
Incident of NMSC in 2018,0-,50-54,50-54,Rural
pop,132064,50-54,916448,Rural
case of NMSC in 2005,0,50-54,9.9892832,Rural
pop,120594,50-54,850732,Rural
case of NMSC in 2006,1.0009302,50-54,18.0355184,Rural
pop,149716,50-54,963919,Rural
case of NMSC in 2007,0,50-54,18.9892043,Rural
pop,114798,50-54,986872,Rural
case of NMSC in 2008,0,50-54,14.0135824,Rural
pop,235911,50-54,1872586,Rural
case of NMSC in 2009,0,50-54,28.08879,Rural
pop,444535,50-54,3027414,Rural
case of NMSC in 2010,0,50-54,35.1180024,Rural
pop,608015,50-54,3789690,Rural
case of NMSC in 2011,0,50-54,75.035862,Rural
pop,1034932,50-54,62873713,Rural
case of NMSC in 2012,1.9663708,50-54,1131.726834,Rural
pop,1188267,50-54,7540579,Rural
case of NMSC in 2013,0,50-54,119.1411482,Rural
pop,1538796,50-54,9899517,Rural
case of NMSC in 2014,0,50-54,163.3420305,Rural
pop,1667166,50-54,12207660,Rural
case of NMSC in 2015,1.0002996,50-54,196.543326,Rural
pop,1964229,50-54,14101498,Rural
case of NMSC in 2016,3.928458,50-54,263.6980126,Rural
pop,2400144,50-54,16567881,Rural
case of NMSC in 2017,1.9201152,50-54,356.2094415,Rural
pop,2943208,50-54,21589480,Rural
case of NMSC in 2018,2.943208,50-54,515.988572,Rural
Incident of NMSC in 2005,0,55-59,2.39,Rural
Incident of NMSC in 2006,0.83,55-59,3.81,Rural
Incident of NMSC in 2007,0,55-59,1.65,Rural
Incident of NMSC in 2008,0,55-59,2.13,Rural
Incident of NMSC in 2009,0,55-59,1.85,Rural
Incident of NMSC in 2010,0,55-59,2.87,Rural
Incident of NMSC in 2011,0,55-59,2.62,Rural
Incident of NMSC in 2012,0.19,55-59,2.96,Rural
Incident of NMSC in 2013,0,55-59,2.64,Rural
Incident of NMSC in 2014,0,55-59,2.86,Rural
Incident of NMSC in 2015,0.06,55-59,2.45,Rural
Incident of NMSC in 2016,0.2,55-59,2.43,Rural
Incident of NMSC in 2017,0.08,55-59,1.99,Rural
Incident of NMSC in 2018,0.1,55-59,2.61,Rural
Incident of NMSC in 2018,0-,55-59,55-59,Rural
pop,132064,55-59,670409,Rural
case of NMSC in 2005,0,55-59,16.0227751,Rural
pop,120594,55-59,604325,Rural
case of NMSC in 2006,1.0009302,55-59,23.0247825,Rural
pop,149716,55-59,727851,Rural
case of NMSC in 2007,0,55-59,12.0095415,Rural
pop,114798,55-59,752264,Rural
case of NMSC in 2008,0,55-59,16.0232232,Rural
pop,235911,55-59,1618375,Rural
case of NMSC in 2009,0,55-59,29.9399375,Rural
pop,444535,55-59,2720182,Rural
case of NMSC in 2010,0,55-59,78.0692234,Rural
pop,608015,55-59,3620031,Rural
case of NMSC in 2011,0,55-59,94.8448122,Rural
pop,1034932,55-59,6326693,Rural
case of NMSC in 2012,1.9663708,55-59,187.2701128,Rural
pop,1188267,55-59,7503803,Rural
case of NMSC in 2013,0,55-59,198.1003992,Rural
pop,1538796,55-59,9246781,Rural
case of NMSC in 2014,0,55-59,264.4579366,Rural
pop,1667166,55-59,10238321,Rural
case of NMSC in 2015,1.0002996,55-59,250.8388645,Rural
pop,1964229,55-59,11412352,Rural
case of NMSC in 2016,3.928458,55-59,277.3201536,Rural
pop,2400144,55-59,13426938,Rural
case of NMSC in 2017,1.9201152,55-59,267.1960662,Rural
pop,2943208,55-59,17906629,Rural
case of NMSC in 2018,2.943208,55-59,467.3630169,Rural
Incident of NMSC in 2005,0,60-64,4.72,Rural
Incident of NMSC in 2006,0.83,60-64,4.02,Rural
Incident of NMSC in 2007,0,60-64,3.43,Rural
Incident of NMSC in 2008,0,60-64,3.01,Rural
Incident of NMSC in 2009,0,60-64,3.31,Rural
Incident of NMSC in 2010,0,60-64,4.27,Rural
Incident of NMSC in 2011,0,60-64,4.1,Rural
Incident of NMSC in 2012,0.19,60-64,4.68,Rural
Incident of NMSC in 2013,0,60-64,3.8,Rural
Incident of NMSC in 2014,0,60-64,4.1,Rural
Incident of NMSC in 2015,0.06,60-64,3.94,Rural
Incident of NMSC in 2016,0.2,60-64,4.387,Rural
Incident of NMSC in 2017,0.08,60-64,4.41,Rural
Incident of NMSC in 2018,0.1,60-64,4.69,Rural
Incident of NMSC in 2018,0-,60-64,60-64,Rural
pop,132064,60-64,529704,Rural
case of NMSC in 2005,0,60-64,25.0020288,Rural
pop,120594,60-64,472689,Rural
case of NMSC in 2006,1.0009302,60-64,19.0020978,Rural
pop,149716,60-64,583404,Rural
case of NMSC in 2007,0,60-64,20.0107572,Rural
pop,114798,60-64,598332,Rural
case of NMSC in 2008,0,60-64,18.0097932,Rural
pop,235911,60-64,1239393,Rural
case of NMSC in 2009,0,60-64,41.0239083,Rural
pop,444535,60-64,2038451,Rural
case of NMSC in 2010,0,60-64,87.0418577,Rural
pop,608015,60-64,2657199,Rural
case of NMSC in 2011,0,60-64,108.945159,Rural
pop,1034932,60-64,4731770,Rural
case of NMSC in 2012,1.9663708,60-64,221.446836,Rural
pop,1188267,60-64,5871692,Rural
case of NMSC in 2013,0,60-64,223.124296,Rural
pop,1538796,60-64,7731458,Rural
case of NMSC in 2014,0,60-64,316.989778,Rural
pop,1667166,60-64,9372558,Rural
case of NMSC in 2015,1.0002996,60-64,369.2787852,Rural
pop,1964229,60-64,10908461,Rural
case of NMSC in 2016,3.928458,60-64,478.55418407,Rural
pop,2400144,60-64,12863108,Rural
case of NMSC in 2017,1.9201152,60-64,567.2630628,Rural
pop,2943208,60-64,16512256,Rural
case of NMSC in 2018,2.943208,60-64,774.4248064,Rural
Incident of NMSC in 2005,0,65-69,5.52,Rural
Incident of NMSC in 2006,0.83,65-69,6.47,Rural
Incident of NMSC in 2007,0,65-69,4.81,Rural
Incident of NMSC in 2008,0,65-69,3.53,Rural
Incident of NMSC in 2009,0,65-69,5.17,Rural
Incident of NMSC in 2010,0,65-69,4.92,Rural
Incident of NMSC in 2011,0,65-69,6.44,Rural
Incident of NMSC in 2012,0.19,65-69,6.05,Rural
Incident of NMSC in 2013,0,65-69,5.27,Rural
Incident of NMSC in 2014,0,65-69,5.91,Rural
Incident of NMSC in 2015,0.06,65-69,5.82,Rural
Incident of NMSC in 2016,0.2,65-69,6.09,Rural
Incident of NMSC in 2017,0.08,65-69,6.12,Rural
Incident of NMSC in 2018,0.1,65-69,7.26,Rural
Incident of NMSC in 2018,0-,65-69,65-69,Rural
pop,132064,65-69,470858,Rural
case of NMSC in 2005,0,65-69,25.9913616,Rural
pop,120594,65-69,417488,Rural
case of NMSC in 2006,1.0009302,65-69,27.0114736,Rural
pop,149716,65-69,499443,Rural
case of NMSC in 2007,0,65-69,24.0232083,Rural
pop,114798,65-69,482261,Rural
case of NMSC in 2008,0,65-69,17.0238133,Rural
pop,235911,65-69,986179,Rural
case of NMSC in 2009,0,65-69,50.9854543,Rural
pop,444535,65-69,1525731,Rural
case of NMSC in 2010,0,65-69,75.0659652,Rural
pop,608015,65-69,2019405,Rural
case of NMSC in 2011,0,65-69,130.049682,Rural
pop,1034932,65-69,3437434,Rural
case of NMSC in 2012,1.9663708,65-69,207.964757,Rural
pop,1188267,65-69,4195278,Rural
case of NMSC in 2013,0,65-69,221.0911506,Rural
pop,1538796,65-69,5482998,Rural
case of NMSC in 2014,0,65-69,324.0451818,Rural
pop,1667166,65-69,6697434,Rural
case of NMSC in 2015,1.0002996,65-69,389.7906588,Rural
pop,1964229,65-69,8010624,Rural
case of NMSC in 2016,3.928458,65-69,487.8470016,Rural
pop,2400144,65-69,9745162,Rural
case of NMSC in 2017,1.9201152,65-69,596.4039144,Rural
pop,2943208,65-69,13084071,Rural
case of NMSC in 2018,2.943208,65-69,949.9035546,Rural
Incident of NMSC in 2005,0,70-74,11.01,Rural
Incident of NMSC in 2006,0.83,70-74,11.54,Rural
Incident of NMSC in 2007,0,70-74,8.69,Rural
Incident of NMSC in 2008,0,70-74,11.91,Rural
Incident of NMSC in 2009,0,70-74,8.3,Rural
Incident of NMSC in 2010,0,70-74,6.38,Rural
Incident of NMSC in 2011,0,70-74,7.46,Rural
Incident of NMSC in 2012,0.19,70-74,6.94,Rural
Incident of NMSC in 2013,0,70-74,7,Rural
Incident of NMSC in 2014,0,70-74,8.35,Rural
Incident of NMSC in 2015,0.06,70-74,8.34,Rural
Incident of NMSC in 2016,0.2,70-74,8.94,Rural
Incident of NMSC in 2017,0.08,70-74,9.32,Rural
Incident of NMSC in 2018,0.1,70-74,11.35,Rural
Incident of NMSC in 2018,0-,70-74,70-74,Rural
pop,132064,70-74,363413,Rural
case of NMSC in 2005,0,70-74,40.0117713,Rural
pop,120594,70-74,329336,Rural
case of NMSC in 2006,1.0009302,70-74,38.0053744,Rural
pop,149716,70-74,379600,Rural
case of NMSC in 2007,0,70-74,32.98724,Rural
pop,114798,70-74,394543,Rural
case of NMSC in 2008,0,70-74,46.9900713,Rural
pop,235911,70-74,770750,Rural
case of NMSC in 2009,0,70-74,63.97225,Rural
pop,444535,70-74,1222795,Rural
case of NMSC in 2010,0,70-74,78.014321,Rural
pop,608015,70-74,1541894,Rural
case of NMSC in 2011,0,70-74,115.0252924,Rural
pop,1034932,70-74,2621343,Rural
case of NMSC in 2012,1.9663708,70-74,181.9212042,Rural
pop,1188267,70-74,3130066,Rural
case of NMSC in 2013,0,70-74,219.10462,Rural
pop,1538796,70-74,3966411,Rural
case of NMSC in 2014,0,70-74,331.1953185,Rural
pop,1667166,70-74,4893849,Rural
case of NMSC in 2015,1.0002996,70-74,408.1470066,Rural
pop,1964229,70-74,5628988,Rural
case of NMSC in 2016,3.928458,70-74,503.2315272,Rural
pop,2400144,70-74,6885652,Rural
case of NMSC in 2017,1.9201152,70-74,641.7427664,Rural
pop,2943208,70-74,9093269,Rural
case of NMSC in 2018,2.943208,70-74,1032.0860315,Rural
Incident of NMSC in 2005,0,75-79,16.09,Rural
Incident of NMSC in 2006,0.83,75-79,16.88,Rural
Incident of NMSC in 2007,0,75-79,12.29,Rural
Incident of NMSC in 2008,0,75-79,14.61,Rural
Incident of NMSC in 2009,0,75-79,12.87,Rural
Incident of NMSC in 2010,0,75-79,11.96,Rural
Incident of NMSC in 2011,0,75-79,12.44,Rural
Incident of NMSC in 2012,0.19,75-79,12.04,Rural
Incident of NMSC in 2013,0,75-79,12.25,Rural
Incident of NMSC in 2014,0,75-79,11.58,Rural
Incident of NMSC in 2015,0.06,75-79,13.03,Rural
Incident of NMSC in 2016,0.2,75-79,13.27,Rural
Incident of NMSC in 2017,0.08,75-79,12.88,Rural
Incident of NMSC in 2018,0.1,75-79,14.73,Rural
Incident of NMSC in 2018,0-,75-79,75-79,Rural
pop,132064,75-79,248541,Rural
case of NMSC in 2005,0,75-79,39.9902469,Rural
pop,120594,75-79,225061,Rural
case of NMSC in 2006,1.0009302,75-79,37.9902968,Rural
pop,149716,75-79,260467,Rural
case of NMSC in 2007,0,75-79,32.0113943,Rural
pop,114798,75-79,273871,Rural
case of NMSC in 2008,0,75-79,40.0125531,Rural
pop,235911,75-79,551789,Rural
case of NMSC in 2009,0,75-79,71.0152443,Rural
pop,444535,75-79,902954,Rural
case of NMSC in 2010,0,75-79,107.9932984,Rural
pop,608015,75-79,1157496,Rural
case of NMSC in 2011,0,75-79,143.9925024,Rural
pop,1034932,75-79,2001853,Rural
case of NMSC in 2012,1.9663708,75-79,241.0231012,Rural
pop,1188267,75-79,2392336,Rural
case of NMSC in 2013,0,75-79,293.06116,Rural
pop,1538796,75-79,3039135,Rural
case of NMSC in 2014,0,75-79,351.931833,Rural
pop,1667166,75-79,3576332,Rural
case of NMSC in 2015,1.0002996,75-79,465.9960596,Rural
pop,1964229,75-79,4107122,Rural
case of NMSC in 2016,3.928458,75-79,545.0150894,Rural
pop,2400144,75-79,4931043,Rural
case of NMSC in 2017,1.9201152,75-79,635.1183384,Rural
pop,2943208,75-79,6441759,Rural
case of NMSC in 2018,2.943208,75-79,948.8711007,Rural
Incident of NMSC in 2005,0,80-84,9.29,Rural
Incident of NMSC in 2006,0.83,80-84,23.35,Rural
Incident of NMSC in 2007,0,80-84,23.25,Rural
Incident of NMSC in 2008,0,80-84,18.95,Rural
Incident of NMSC in 2009,0,80-84,16.36,Rural
Incident of NMSC in 2010,0,80-84,16.76,Rural
Incident of NMSC in 2011,0,80-84,21.83,Rural
Incident of NMSC in 2012,0.19,80-84,16.54,Rural
Incident of NMSC in 2013,0,80-84,17.68,Rural
Incident of NMSC in 2014,0,80-84,19.96,Rural
Incident of NMSC in 2015,0.06,80-84,18.67,Rural
Incident of NMSC in 2016,0.2,80-84,19.18,Rural
Incident of NMSC in 2017,0.08,80-84,20.27,Rural
Incident of NMSC in 2018,0.1,80-84,22.64,Rural
Incident of NMSC in 2018,0-,80-84,80-84,Rural
pop,132064,80-84,139977,Rural
case of NMSC in 2005,0,80-84,13.0038633,Rural
pop,120594,80-84,124208,Rural
case of NMSC in 2006,1.0009302,80-84,29.002568,Rural
pop,149716,80-84,150541,Rural
case of NMSC in 2007,0,80-84,35.0007825,Rural
pop,114798,80-84,158295,Rural
case of NMSC in 2008,0,80-84,29.9969025,Rural
pop,235911,80-84,317780,Rural
case of NMSC in 2009,0,80-84,51.988808,Rural
pop,444535,80-84,519153,Rural
case of NMSC in 2010,0,80-84,87.0100428,Rural
pop,608015,80-84,659694,Rural
case of NMSC in 2011,0,80-84,144.0112002,Rural
pop,1034932,80-84,1154707,Rural
case of NMSC in 2012,1.9663708,80-84,190.9885378,Rural
pop,1188267,80-84,1402448,Rural
case of NMSC in 2013,0,80-84,247.9528064,Rural
pop,1538796,80-84,1863914,Rural
case of NMSC in 2014,0,80-84,372.0372344,Rural
pop,1667166,80-84,2260705,Rural
case of NMSC in 2015,1.0002996,80-84,422.0736235,Rural
pop,1964229,80-84,2663639,Rural
case of NMSC in 2016,3.928458,80-84,510.8859602,Rural
pop,2400144,80-84,3172195,Rural
case of NMSC in 2017,1.9201152,80-84,643.0039265,Rural
pop,2943208,80-84,4196495,Rural
case of NMSC in 2018,2.943208,80-84,950.086468,Rural
Incident of NMSC in 2005,0,85+,21.27,Rural
Incident of NMSC in 2006,0.83,85+,37.55,Rural
Incident of NMSC in 2007,0,85+,33.7,Rural
Incident of NMSC in 2008,0,85+,30.94,Rural
Incident of NMSC in 2009,0,85+,26.24,Rural
Incident of NMSC in 2010,0,85+,22.7,Rural
Incident of NMSC in 2011,0,85+,25.23,Rural
Incident of NMSC in 2012,0.19,85+,26.55,Rural
Incident of NMSC in 2013,0,85+,25.95,Rural
Incident of NMSC in 2014,0,85+,26.73,Rural
Incident of NMSC in 2015,0.06,85+,25.79,Rural
Incident of NMSC in 2016,0.2,85+,26.82,Rural
Incident of NMSC in 2017,0.08,85+,29.37,Rural
Incident of NMSC in 2018,0.1,85+,33.26,Rural
Incident of NMSC in 2018,0-,85+,85+,Rural
pop,132064,85+,79927,Rural
case of NMSC in 2005,0,85+,17.0004729,Rural
pop,120594,85+,74567,Rural
case of NMSC in 2006,1.0009302,85+,27.9999085,Rural
pop,149716,85+,86044,Rural
case of NMSC in 2007,0,85+,28.996828,Rural
pop,114798,85+,96947,Rural
case of NMSC in 2008,0,85+,29.9954018,Rural
pop,235911,85+,186750,Rural
case of NMSC in 2009,0,85+,49.0032,Rural
pop,444535,85+,295106,Rural
case of NMSC in 2010,0,85+,66.989062,Rural
pop,608015,85+,376546,Rural
case of NMSC in 2011,0,85+,95.0025558,Rural
pop,1034932,85+,655418,Rural
case of NMSC in 2012,1.9663708,85+,174.013479,Rural
pop,1188267,85+,836142,Rural
case of NMSC in 2013,0,85+,216.978849,Rural
pop,1538796,85+,1148696,Rural
case of NMSC in 2014,0,85+,307.0464408,Rural
pop,1667166,85+,1527925,Rural
case of NMSC in 2015,1.0002996,85+,394.0518575,Rural
pop,1964229,85+,1759926,Rural
case of NMSC in 2016,3.928458,85+,472.0121532,Rural
pop,2400144,85+,2060169,Rural
case of NMSC in 2017,1.9201152,85+,605.0716353,Rural
pop,2943208,85+,2826565,Rural
case of NMSC in 2018,2.943208,85+,940.115519,Rural
